taxon_name,taxon_name_acc,species_name_acc,list,comments,taxon_type,taxon_acc_type,source_note,taxon_name_with_author,taxonomic_source,taxonomic_status,taxonomic_reference_id,num_taxonomic_sources,collections_only,reference_only,,,,,,,,,,,,
Quercus bicolor var. lyrata,Quercus lyrata,Quercus lyrata,synonym,NA,infraspecific,species,NA,Quercus bicolor var. lyrata Dippel,tropicos,synonym,13101548,1,NA,NA,,,,,,,,,,,,
Quercus chrysolepis var. palmeri,Quercus palmeri,Quercus palmeri,synonym,"You can list as a synonym of Q. palmeri, though these may actually be hybrids of Q. chrysolepsis and palmeri",infraspecific,species,NA,Quercus chrysolepis var. palmeri (Engelm.) Engelm. ex Brewer & S. Watson,tropicos,accepted,50164811,1,?,?,,,,,,,,,,,,
Quercus chrysolepis var. vaccinifolia,Quercus vaccinifolia,Quercus vaccinifolia,synonym,NA,infraspecific,species,NA,Quercus chrysolepis var. vaccinifolia (Kellogg) Engelm.,tropicos,synonym,13101614,1,NA,NA,,,,,,,,,,,,
Quercus crispula var. grosseserrata,Quercus mongolica,Quercus mongolica,synonym,NA,infraspecific,species,NA,Quercus crispula var. grosseserrata (Blume) Miq.,tropicos,synonym,13101521,1,NA,NA,,,,,,,,,,,,
Quercus crispula var. manschurica,Quercus mongolica,Quercus mongolica,synonym,NA,infraspecific,species,NA,Quercus crispula var. manschurica Koidz.,tropicos,synonym,50147071,1,NA,NA,,,,,,,,,,,,
Quercus dentata subsp. yunnanensis,Quercus yunnanensis,Quercus yunnanensis,synonym,NA,infraspecific,species,matt,Quercus dentata subsp. yunnanensis (Franch.) Menitsky,tropicos,synonym,13101373,1,NA,NA,,,,,,,,,,,,
Quercus dentata var. oxyloba,Quercus yunnanensis,Quercus yunnanensis,synonym,NA,infraspecific,species,NA,Quercus dentata var. oxyloba Franch.,tropicos,synonym,50126995,1,NA,NA,,,,,,,,,,,,
Quercus douglasii var. neaei,Quercus garryana,Quercus garryana,synonym,NA,infraspecific,species,NA,Quercus douglasii var. neaei (Liebm.) A. DC.,tropicos,synonym,13101565,1,NA,NA,,,,,,,,,,,,
Quercus dumosa subsp. turbinella,Quercus turbinella,Quercus turbinella,synonym,NA,infraspecific,species,NA,Quercus dumosa subsp. turbinella (Greene) A. E. Murray,tropicos,synonym,50282358,1,NA,NA,,,,,,,,,,,,
Quercus dumosa var. turbinella,Quercus turbinella,Quercus turbinella,synonym,NA,infraspecific,species,NA,Quercus dumosa var. turbinella (Greene) Jeps.,"itis, tropicos",synonym,"13,101,581,195,155",2,NA,NA,,,,,,,,,,,,
Quercus falcata var. leucophylla,Quercus pagoda,Quercus pagoda,synonym,NA,infraspecific,species,NA,Quercus falcata var. leucophylla (Ashe) E. J. Palmer & Steyerm.,itis,synonym,195196,1,NA,NA,,,,,,,,,,,,
Quercus falcata var. pagodifolia,Quercus pagoda,Quercus pagoda,synonym,NA,infraspecific,species,NA,Quercus falcata var. pagodifolia Elliott,"itis, tropicos",synonym,"13,100,276,195,197",2,NA,NA,,,,,,,,,,,,
Quercus glandulifera var. brevipetiolata,Quercus serrata,Quercus serrata,synonym,NA,infraspecific,species,NA,Quercus glandulifera var. brevipetiolata (A. DC.) Nakai,tropicos,synonym,13100389,1,NA,NA,,,,,,,,,,,,
Quercus glandulifera var. stellatopilosa,Quercus serrata,Quercus serrata,synonym,NA,infraspecific,species,NA,Quercus glandulifera var. stellatopilosa W. H. Zhang,tropicos,synonym,50127245,1,NA,NA,,,,,,,,,,,,
Quercus glandulifera var. tomentosa,Quercus serrata,Quercus serrata,synonym,NA,infraspecific,species,NA,Quercus glandulifera var. tomentosa B. Z. Ding & T. B. Chao,tropicos,synonym,13101393,1,NA,NA,,,,,,,,,,,,
Quercus griffithii var. urticifolia,Quercus yunnanensis,Quercus yunnanensis,synonym,NA,infraspecific,species,NA,Quercus griffithii var. urticifolia Franch.,tropicos,synonym,13101380,1,NA,NA,,,,,,,,,,,,
Quercus harvardii var. harvardii,Quercus havardii,Quercus havardii,synonym,NA,infraspecific,species,NA,Quercus harvardii var. harvardii Rydb.,itis,synonym,195102,1,NA,NA,,,,,,,,,,,,
Quercus harvardii var. tuckeri,Quercus havardii,Quercus havardii,synonym,NA,infraspecific,species,NA,Quercus harvardii var. tuckeri S. L. Welsh,itis,synonym,195103,1,NA,NA,,,,,,,,,,,,
Quercus ilex var. acrodonta,Quercus acrodonta,Quercus acrodonta,synonym,NA,infraspecific,species,NA,Quercus ilex var. acrodonta (Seemen) Skan,tropicos,synonym,13101510,1,NA,NA,,,,,,,,,,,,
Quercus lobata var. breweri,Quercus garryana var. breweri,Quercus garryana,synonym,Updated 2020-08-04 based on ML's notes/Nomenclature Review,infraspecific,species,NA,Quercus lobata var. breweri (Engelm.) Wenz.,tropicos,synonym,13101568,1,NA,NA,,,,,,,,,,,,
Quercus nuttallii var. cachensis,Quercus texana,Quercus texana,synonym,NA,infraspecific,species,NA,Quercus nuttallii var. cachensis E. J. Palmer,itis,synonym,539395,1,NA,NA,,,,,,,,,,,,
Quercus nuttallii var. texana,Quercus texana,Quercus texana,synonym,NA,infraspecific,species,NA,Quercus nuttallii var. texana (Buckley),itis,synonym,195190,1,NA,NA,,,,,,,,,,,,
Quercus obscura var. perpusilla,Quercus laeta,Quercus laeta,synonym,NA,infraspecific,species,NA,Quercus obscura var. perpusilla Trel.,tropicos,synonym,50166064,1,NA,NA,,,,,,,,,,,,
Quercus phellos var. laurifolia,Quercus laurifolia,Quercus laurifolia,synonym,NA,infraspecific,species,NA,Quercus phellos var. laurifolia (Michx.) Chapm.,itis,synonym,195107,1,NA,NA,,,,,,,,,,,,
Quercus prinoides var. acuminata,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,infraspecific,species,NA,Quercus prinoides var. acuminata (Michx.) Gleason,itis,synonym,195123,1,NA,NA,,,,,,,,,,,,
Quercus prinus var. acuminata,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,infraspecific,species,NA,Quercus prinus var. acuminata Michx.,tropicos,synonym,13101541,1,NA,NA,,,,,,,,,,,,
Quercus reticulata var. squarrosa,Quercus rugosa,Quercus rugosa,synonym,NA,infraspecific,species,NA,Quercus reticulata var. squarrosa Trel.,tropicos,synonym,50164487,1,NA,NA,,,,,,,,,,,,
Quercus rubra var. leucophylla,Quercus pagoda,Quercus pagoda,synonym,NA,infraspecific,species,NA,Quercus rubra var. leucophylla Ashe,tropicos,synonym,13100474,1,NA,NA,,,,,,,,,,,,
Quercus serrata var. chinensis,Quercus variabilis,Quercus variabilis,synonym,NA,infraspecific,species,NA,Quercus serrata var. chinensis Wenz.,tropicos,synonym,13101504,1,NA,NA,,,,,,,,,,,,
Quercus sessiliflora var. mongolica,Quercus mongolica,Quercus mongolica,synonym,NA,infraspecific,species,NA,Quercus sessiliflora var. mongolica (Fisch. ex Ledeb.) Franch.,tropicos,synonym,13101397,1,NA,NA,,,,,,,,,,,,
Quercus shumardii var. acerifolia,Quercus acerifolia,Quercus acerifolia,synonym,NA,infraspecific,species,NA,Quercus shumardii var. acerifolia E. J. Palmer,"itis, tropicos",synonym,"13,100,547,195,140",2,NA,NA,,,,,,,,,,,,
Quercus stellata var. araniosa,Quercus margarettae,Quercus margarettae,synonym,NA,infraspecific,species,NA,Quercus stellata var. araniosa Sarg.,itis,synonym,195194,1,NA,NA,,,,,,,,,,,,
Quercus stellata var. boyntonii,Quercus boyntonii,Quercus boyntonii,synonym,NA,infraspecific,species,NA,Quercus stellata var. boyntonii (Beadle) Sarg.,"itis, tropicos",synonym,"13,101,556,195,167",2,NA,NA,,,,,,,,,,,,
Quercus stellata var. margaretta,Quercus margarettae,Quercus margarettae,synonym,NA,infraspecific,species,NA,Quercus stellata var. margaretta (Ashe) Sarg.,itis,synonym,19424,1,NA,NA,,,,,,,,,,,,
Quercus stellata var. margarettae,Quercus margarettae,Quercus margarettae,synonym,NA,infraspecific,species,NA,Quercus stellata var. margarettae (Ashe) Sarg.,itis,synonym,845204,1,NA,NA,,,,,,,,,,,,
Quercus stellata var. margarettiae,Quercus margarettae,Quercus margarettae,synonym,NA,infraspecific,species,NA,Quercus stellata var. margarettiae (Ashe) Sarg.,itis,synonym,539396,1,NA,NA,,,,,,,,,,,,
Quercus stellata var. mississippiensis,Quercus similis,Quercus similis,synonym,NA,infraspecific,species,NA,Quercus stellata var. mississippiensis (Ashe) Little,itis,synonym,195186,1,NA,NA,,,,,,,,,,,,
Quercus stellata var. paludosa,Quercus similis,Quercus similis,synonym,NA,infraspecific,species,NA,Quercus stellata var. paludosa Sarg.,"itis, tropicos",synonym,"1,310,013,419,425",2,NA,NA,,,,,,,,,,,,
Quercus tinctoria var. californica,Quercus kelloggii,Quercus kelloggii,synonym,NA,infraspecific,species,NA,Quercus tinctoria var. californica Torr.,tropicos,synonym,13100453,1,NA,NA,,,,,,,,,,,,
Quercus turbinella subsp. californica,Quercus john-tuckeri,Quercus john-tuckeri,synonym,NA,infraspecific,species,NA,Quercus turbinella subsp. californica J. M. Tucker,"itis, tropicos",synonym,"1,310,015,119,442",2,NA,NA,,,,,,,,,,,,
Quercus undulata var. grisea,Quercus grisea,Quercus grisea,synonym,NA,infraspecific,species,NA,Quercus undulata var. grisea (Liebm.) Engelm.,tropicos,synonym,13101600,1,NA,NA,,,,,,,,,,,,
Quercus urticifolia var. brevipetiolata,Quercus serrata,Quercus serrata,synonym,NA,infraspecific,species,NA,Quercus urticifolia var. brevipetiolata A. DC.,tropicos,synonym,13101391,1,NA,NA,,,,,,,,,,,,
Quercus virginiana var. dentata,Quercus minima,Quercus minima,synonym,NA,infraspecific,species,NA,Quercus virginiana var. dentata Sarg.,tropicos,synonym,13101609,1,NA,NA,,,,,,,,,,,,
Quercus virginiana var. fusiformis,Quercus fusiformis,Quercus fusiformis,synonym,NA,infraspecific,species,NA,Quercus virginiana var. fusiformis (Small) Sarg.,"itis, tropicos",synonym,"1,310,015,719,285",2,NA,NA,,,,,,,,,,,,
Quercus virginiana var. geminata,Quercus geminata,Quercus geminata,synonym,NA,infraspecific,species,NA,Quercus virginiana var. geminata (Small) Sarg.,"itis, tropicos",synonym,"1,310,015,819,286",2,NA,NA,,,,,,,,,,,,
Quercus virginiana var. maritima,Quercus geminata,Quercus geminata,synonym,NA,infraspecific,species,NA,Quercus virginiana var. maritima (Michx.) Sarg.,itis,synonym,539398,1,NA,NA,,,,,,,,,,,,
Quercus virginiana var. minima,Quercus minima,Quercus minima,synonym,NA,infraspecific,species,NA,Quercus virginiana var. minima Sarg.,"itis, tropicos",synonym,"13,101,608,195,120",2,NA,NA,,,,,,,,,,,,
Tilia cordata var. japonica,Tilia japonica,Tilia japonica,synonym,NA,infraspecific,species,NA,Tilia cordata var. japonica Miq.,tropicos,synonym,32200741,1,NA,NA,,,,,,,,,,,,
Tilia platyphyllos subsp. grandifolia,Tilia platyphyllos subsp. cordifolia,Tilia platyphyllos,synonym,Updated 2020-07-29 based on ML's notes/Nomenclature Review,infraspecific,species,NA,Tilia platyphyllos subsp. grandifolia Hayek,tropicos,synonym,32200665,1,NA,NA,,,,,,,,,,,,
Tilia tuan var. breviradiata,Tilia chingiana,Tilia chingiana,synonym,NA,infraspecific,species,NA,Tilia tuan var. breviradiata Rehder,tropicos,synonym,32200892,1,NA,NA,,,,,,,,,,,,
Tilia ulmifolia var. japonica,Tilia japonica,Tilia japonica,synonym,NA,infraspecific,species,NA,Tilia ulmifolia var. japonica (Miq.) O. H. Sarg. ex Mayr,tropicos,synonym,50314471,1,NA,NA,,,,,,,,,,,,
Ulmus americana var. alata,Ulmus alata,Ulmus alata,synonym,NA,infraspecific,species,NA,Ulmus americana var. alata (Michx.) Spach,tropicos,synonym,33300265,1,NA,NA,,,,,,,,,,,,
Ulmus campestris var. chinensis,Ulmus parvifolia,Ulmus parvifolia,synonym,NA,infraspecific,species,NA,Ulmus campestris var. chinensis Loudon,tropicos,synonym,50127510,1,NA,NA,,,,,,,,,,,,
Ulmus campestris var. pumila,Ulmus pumila,Ulmus pumila,synonym,NA,infraspecific,species,NA,Ulmus campestris var. pumila Maxim.,tropicos,synonym,33300270,1,NA,NA,,,,,,,,,,,,
Ulmus major var. heterophylla,Ulmus laciniata,Ulmus laciniata,synonym,NA,infraspecific,species,NA,Ulmus major var. heterophylla Maxim. & Rupr.,tropicos,synonym,50127402,1,NA,NA,,,,,,,,,,,,
Ulmus montana var. laciniata,Ulmus laciniata,Ulmus laciniata,synonym,NA,infraspecific,species,NA,Ulmus montana var. laciniata Trautv.,tropicos,synonym,50127401,1,NA,NA,,,,,,,,,,,,
Quercus prinus,Quercus montana,Quercus montana,synonym,Updated 2020-08-04 based on ML's notes/Nomenclature Review,species,species,NA,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Crataegus florentina,Malus florentina,Malus florentina,synonym,NA,species,species,NA,Crataegus florentina Zuccagni,itis,synonym,837265,1,NA,NA,,,,,,,,,,,,
Crataegus komarovii,Malus komarovii,Malus komarovii,synonym,NA,species,species,NA,Crataegus komarovii Sarg.,tropicos,synonym,27806610,1,NA,NA,,,,,,,,,,,,
Docyniopsis prattii,Malus prattii,Malus prattii,synonym,NA,species,species,NA,Docyniopsis prattii (Hemsl.) Koidz.,tropicos,synonym,27806669,1,NA,NA,,,,,,,,,,,,
Docyniopsis yunnanensis,Malus yunnanensis,Malus yunnanensis,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Eriolobus trilobatus,Malus trilobata,Malus trilobata,synonym,NA,species,species,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Eulomalus brevipes,Malus brevipes,Malus brevipes,synonym,NA,species,species,NA,"Eulomalus brevipes (Lewis, 1892)",itis,accepted,806926,1,NA,NA,,,,,,,,,,,,
Euphorbia yinshanica,Malus kansuensis,Malus kansuensis,synonym,NA,species,species,NA,Euphorbia yinshanica S. Q. Zhou & G. H. Liu,itis,synonym,1028760,1,NA,NA,,,,,,,,,,,,
Malus acerba,Malus sylvestris,Malus sylvestris,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus anisophylla,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus anisophylla Sumner,tropicos,synonym,27804416,1,NA,NA,,,,,,,,,,,,
Malus bracteata,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus bracteata Rehder,itis,synonym,516652,1,NA,NA,,,,,,,,,,,,
Malus carolinensis,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus carolinensis Ashe,itis,synonym,837044,1,NA,NA,,,,,,,,,,,,
Malus diversifolia,Malus fusca,Malus fusca,synonym,NA,species,species,NA,Malus diversifolia (Bong.) M. Roem.,itis,synonym,516654,1,NA,NA,,,,,,,,,,,,
Malus elongata,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus elongata (Rehder) Ashe,itis,synonym,837046,1,NA,NA,,,,,,,,,,,,
Malus fragrans,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus fragrans Rehder,itis,synonym,837228,1,NA,NA,,,,,,,,,,,,
Malus glabrata,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus glabrata Rehder,itis,synonym,503674,1,NA,NA,,,,,,,,,,,,
Malus glaucescens,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus glaucescens Rehder,itis,synonym,503675,1,NA,NA,,,,,,,,,,,,
Malus hissarica,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus hissarica Kudr.,tropicos,synonym,27804423,1,NA,NA,,,,,,,,,,,,
Malus ionensis,Malus ioensis,Malus ioensis,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus jarmolenkoi,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus jarmolenkoi Poljakov,tropicos,synonym,27804424,1,NA,NA,,,,,,,,,,,,
Malus juzepczukii,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus juzepczukii Vassilcz.,tropicos,synonym,27804425,1,NA,NA,,,,,,,,,,,,
Malus kirghisarum,Malus kirghisorum,Malus kirghisorum,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus kudrjaschevii,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus kudrjaschevii Sumner,tropicos,synonym,27804427,1,NA,NA,,,,,,,,,,,,
Malus lancifolia,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus lancifolia Rehder,itis,synonym,516656,1,NA,NA,,,,,,,,,,,,
Malus linczevskii,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus linczevskii Poljakov,tropicos,synonym,27804428,1,NA,NA,,,,,,,,,,,,
Malus macounii,Malus fusca,Malus fusca,synonym,NA,species,species,NA,Malus macounii Greene,itis,synonym,837066,1,NA,NA,,,,,,,,,,,,
Malus mandschurica,Malus mandshurica,Malus mandshurica,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus manshurica,Malus mandshurica,Malus mandshurica,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus matsumurae,Malus asiatica,Malus asiatica,synonym,NA,species,species,NA,Malus matsumurae Koidz.,tropicos,synonym,50232645,1,NA,NA,,,,,,,,,,,,
Malus montana,Malus orientalis,Malus orientalis,synonym,NA,species,species,NA,Malus montana Uglitzk.,tropicos,synonym,27804431,1,NA,NA,,,,,,,,,,,,
Malus platycarpa,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Malus platycarpa Rehder,itis,synonym,836835,1,NA,NA,,,,,,,,,,,,
Malus pulcherrima,Malus floribunda,Malus floribunda,synonym,NA,species,species,NA,Malus pulcherrima (Siebold) Makino,itis,synonym,516658,1,NA,NA,,,,,,,,,,,,
Malus rivularis,Malus fusca,Malus fusca,synonym,NA,species,species,NA,Malus rivularis (Douglas) M. Roem.,itis,synonym,837091,1,NA,NA,,,,,,,,,,,,
Malus schischkinii,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus schischkinii Poljakov,tropicos,synonym,27804441,1,NA,NA,,,,,,,,,,,,
Malus seiboldii,Malus sieboldii,Malus sieboldii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus theifera,Malus hupehensis,Malus hupehensis,synonym,NA,species,species,NA,Malus theifera Rehder,"itis, tropicos",synonym,"27,806,770,837,085",2,NA,NA,,,,,,,,,,,,
Malus tianschanica,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Malus tianschanica Sumner,tropicos,synonym,27804452,1,NA,NA,,,,,,,,,,,,
Microptelea parvifolia,Ulmus parvifolia,Ulmus parvifolia,synonym,NA,species,species,NA,Microptelea parvifolia (Jacq.) Spach,tropicos,synonym,50127511,1,NA,NA,,,,,,,,,,,,
Planera parvifolia,Ulmus parvifolia,Ulmus parvifolia,synonym,NA,species,species,NA,Planera parvifolia (Jacq.) Sweet,tropicos,synonym,50127509,1,NA,NA,,,,,,,,,,,,
Pyrus angustifolia,Malus angustifolia,Malus angustifolia,synonym,NA,species,species,NA,Pyrus angustifolia Aiton,"itis, tropicos",synonym,"27,803,110,519,844",2,NA,NA,,,,,,,,,,,,
Pyrus bracteata,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Pyrus bracteata (Redher) L. H. Bailey,itis,synonym,519848,1,NA,NA,,,,,,,,,,,,
Pyrus coronaria,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Pyrus coronaria L.,"itis, tropicos",synonym,"27,802,976,519,849",2,NA,NA,,,,,,,,,,,,
Pyrus diversifolia,Malus fusca,Malus fusca,synonym,NA,species,species,NA,Pyrus diversifolia Bong.,itis,synonym,837047,1,NA,NA,,,,,,,,,,,,
Pyrus floribunda,Malus floribunda,Malus floribunda,synonym,NA,species,species,NA,Pyrus floribunda G. Kirchn.,tropicos,synonym,100468862,1,NA,NA,,,,,,,,,,,,
Pyrus fusca,Malus fusca,Malus fusca,synonym,NA,species,species,NA,Pyrus fusca Raf.,itis,synonym,519853,1,NA,NA,,,,,,,,,,,,
Pyrus glaucescens,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Pyrus glaucescens (Rehder) L. H. Bailey,itis,synonym,519854,1,NA,NA,,,,,,,,,,,,
Pyrus halliana,Malus halliana,Malus halliana,synonym,NA,species,species,NA,Pyrus halliana (Koehne) Voss,"itis, tropicos",synonym,"50,232,635,837,063",2,NA,NA,,,,,,,,,,,,
Pyrus hupehensis,Malus hupehensis,Malus hupehensis,synonym,NA,species,species,NA,Pyrus hupehensis Pamp.,"itis, tropicos",synonym,"27,807,033,837,084",2,NA,NA,,,,,,,,,,,,
Pyrus ioensis,Malus ioensis,Malus ioensis,synonym,NA,species,species,NA,Pyrus ioensis (Alph. Wood) L. H. Bailey,"itis, tropicos",synonym,"27,803,116,519,856",2,NA,NA,,,,,,,,,,,,
Pyrus lancifolia,Malus coronaria,Malus coronaria,synonym,NA,species,species,NA,Pyrus lancifolia (Rehder) L. H. Bailey,itis,synonym,519857,1,NA,NA,,,,,,,,,,,,
Pyrus matsumurae,Malus asiatica,Malus asiatica,synonym,NA,species,species,NA,Pyrus matsumurae (Koidz.) Cardot,tropicos,synonym,27807160,1,NA,NA,,,,,,,,,,,,
Pyrus prattii,Malus prattii,Malus prattii,synonym,NA,species,species,NA,Pyrus prattii Hemsl.,tropicos,synonym,27807179,1,NA,NA,,,,,,,,,,,,
Pyrus prunifolia,Malus prunifolia,Malus prunifolia,synonym,NA,species,species,NA,Pyrus prunifolia Willd.,itis,synonym,519863,1,NA,NA,,,,,,,,,,,,
Pyrus ringo,Malus asiatica,Malus asiatica,synonym,NA,species,species,NA,Pyrus ringo Wenz.,tropicos,synonym,27807159,1,NA,NA,,,,,,,,,,,,
Pyrus rivularis,Malus fusca,Malus fusca,synonym,NA,species,species,NA,Pyrus rivularis Douglas,itis,synonym,519865,1,NA,NA,,,,,,,,,,,,
Pyrus sieversii,Malus sieversii,Malus sieversii,synonym,NA,species,species,NA,Pyrus sieversii Ledeb.,tropicos,synonym,27807157,1,NA,NA,,,,,,,,,,,,
Pyrus sikkimensis,Malus sikkimensis,Malus sikkimensis,synonym,NA,species,species,NA,Pyrus sikkimensis (Wenz.) Hook. f.,tropicos,synonym,27800342,1,NA,NA,,,,,,,,,,,,
Pyrus spectabilis,Malus spectabilis,Malus spectabilis,synonym,NA,species,species,NA,Pyrus spectabilis Aiton,tropicos,synonym,27807161,1,NA,NA,,,,,,,,,,,,
Quercus acuminata,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,species,species,NA,Quercus acuminata (Michx.) Houba,"itis, tropicos",synonym,"13,101,542,195,121",2,NA,NA,,,,,,,,,,,,
Quercus alamarensis,Quercus canbyi,Quercus canbyi,synonym,NA,species,species,NA,Quercus alamarensis C. H. Mull.,tropicos,synonym,50171074,1,NA,NA,,,,,,,,,,,,
Quercus alexanderi,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,species,species,NA,Quercus alexanderi Britton,itis,synonym,195122,1,NA,NA,,,,,,,,,,,,
Quercus ariifolia,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus ariifolia Trel.,tropicos,synonym,#################,1,NA,NA,,,,,,,,,,,,
Quercus ashei,Quercus similis,Quercus similis,synonym,NA,species,species,NA,Quercus ashei Sterrett,itis,synonym,195185,1,NA,NA,,,,,,,,,,,,
Quercus balsequillana,Quercus emoryi,Quercus emoryi,synonym,NA,species,species,NA,Quercus balsequillana Trel.,tropicos,synonym,50164830,1,NA,NA,,,,,,,,,,,,
Quercus bipedalis,Quercus laeta,Quercus laeta,synonym,NA,species,species,NA,Quercus bipedalis Trel.,tropicos,synonym,50164562,1,NA,NA,,,,,,,,,,,,
Quercus borealis,Quercus rubra,Quercus rubra,synonym,NA,species,species,NA,Quercus borealis F. Michx.,"itis, tropicos",synonym,"1,310,004,119,303",2,NA,NA,,,,,,,,,,,,
Quercus boyntoni,Quercus boyntonii,Quercus boyntonii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus brayi,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,species,species,NA,Quercus brayi Small,tropicos,synonym,13101543,1,NA,NA,,,,,,,,,,,,
Quercus bungeana,Quercus variabilis,Quercus variabilis,synonym,NA,species,species,NA,Quercus bungeana F. B. Forbes,tropicos,synonym,13101503,1,NA,NA,,,,,,,,,,,,
Quercus californica,Quercus kelloggii,Quercus kelloggii,synonym,NA,species,species,NA,Quercus californica (Torr.) Cooper,"itis, tropicos",synonym,"13,100,454,195,105",2,NA,NA,,,,,,,,,,,,
Quercus calliprinos,Quercus coccifera,Quercus coccifera,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus canbyii,Quercus canbyi,Quercus canbyi,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus castanaeifolia,Quercus castaneifolia,Quercus castaneifolia,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Quercus catesbaei,Quercus laevis,Quercus laevis,synonym,NA,species,species,NA,Quercus catesbaei Michx.,"itis, tropicos",synonym,"13,101,538,195,106",2,NA,NA,,,,,,,,,,,,
Quercus centralis,Quercus laeta,Quercus laeta,synonym,NA,species,species,NA,Quercus centralis Trel.,tropicos,synonym,50146369,1,NA,NA,,,,,,,,,,,,
Quercus chinensis,Quercus variabilis,Quercus variabilis,synonym,NA,species,species,NA,Quercus chinensis Bunge,"itis, tropicos",synonym,"13,101,366,845,172",2,NA,NA,,,,,,,,,,,,
Quercus chrysolepsis,Quercus chrysolepis,Quercus chrysolepis,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus chrysophyllus,Quercus chrysolepis,Quercus chrysolepis,synonym,NA,species,species,NA,Quercus chrysophyllus Kellogg,tropicos,synonym,13101612,1,NA,NA,,,,,,,,,,,,
Quercus cinerea,Quercus incana,Quercus incana,synonym,NA,species,species,NA,Quercus cinerea Michx.,"itis, tropicos",synonym,"1,310,005,219,313",2,NA,NA,,,,,,,,,,,,
Quercus cocccifera,Quercus coccifera,Quercus coccifera,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus cocoifera,Quercus coccifera,Quercus coccifera,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus conferta,Quercus frainetto,Quercus frainetto,synonym,NA,species,species,NA,Quercus conferta Kit.,itis,synonym,519884,1,NA,NA,,,,,,,,,,,,
Quercus conglomerata,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus conglomerata Trel.,tropicos,synonym,50146410,1,NA,NA,,,,,,,,,,,,
Quercus crassipocula,Quercus chrysolepis,Quercus chrysolepis,synonym,NA,species,species,NA,Quercus crassipocula Torr.,tropicos,synonym,13101611,1,NA,NA,,,,,,,,,,,,
Quercus crispula,Quercus mongolica,Quercus mongolica,synonym,NA,species,species,NA,Quercus crispula Blume,tropicos,synonym,13100483,1,NA,NA,,,,,,,,,,,,
Quercus cyclobalanoides,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus cyclobalanoides Trel.,tropicos,synonym,13101628,1,NA,NA,,,,,,,,,,,,
