taxon_name,taxon_name_acc,species_name_acc,list,comments,taxon_type,taxon_acc_type,source_note,taxon_name_with_author,taxonomic_source,taxonomic_status,taxonomic_reference_id,num_taxonomic_sources,collections_only,reference_only,,,,,,,,,,,,
Tilia greenspire,Tilia cordata 'Greenspire',NA,desiderata,I suspect most of these cvs. are subsp. cordata but would need to investigate to be sure,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia halka,Tilia cordata 'Halka',NA,desiderata,I suspect most of these cvs. are subsp. cordata but would need to investigate to be sure,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia harvest gold,Tilia 'Harvest Gold',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia lico,Tilia cordata 'Lico',NA,desiderata,I suspect most of these cvs. are subsp. cordata but would need to investigate to be sure,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia mcksentry,Tilia americana 'McKSentry',NA,desiderata,I need to see the leaves to determine variety<c9> probably americana,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia redmond,Tilia 'Redmond',NA,desiderata,"Historically this selection has been sold as both T. americana and T. xeuchlora. Most agree it is neither. As with others, would just used the cultivar epithet unless we have an idea of parentage.",cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia sterling silver,Tilia tomentosa 'Sterling',NA,desiderata,Unsure if this is different than 'Sterling'; Updated 2020-08-04 per ML's notes and Nomenclature Review,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia tortuosa,Tilia x europaea 'Tortuosa',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia unizam,Tilia cordata 'Unizam',NA,desiderata,I suspect most of these cvs. are subsp. cordata but would need to investigate to be sure,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia wratislaviensis,Tilia x europaea 'Wratislaviensis',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia zamoyskiana,Tilia 'Zamoyskiana',NA,desiderata,"Our collections have as a nothospecies but it was never published as such<c9> even if it was it would probably end up as a synonym of Tilia viridis or moltkei, but the situation between those two is also difficult because it isn't apparent that ""moltkei"" is a hybrid of americana and tomentosa as opposed to ameicana var. americana and americana var. heterophylla, which would then make moltkei as a nothospecies a synonym of stellata... so all this uncertainty in mind, I think it's best for the time being to just treat this as a cultivar and ignore the specific epithet.",cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus cathedral,Ulmus 'Cathedral',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus commelin,Ulmus 'Commelin',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus dropmore,Ulmus pumila 'Dropmore',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus frontier,Ulmus 'Frontier',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus garden city,Ulmus parvifolia 'Garden City',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus glory,Ulmus parvifolia 'Glory',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus green king,Ulmus 'Green King',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus groeneveld,Ulmus x hollandica 'Groeneveld',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus hallelujah,Ulmus parvifolia 'Hallelujah',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus jacqueline hillier,Ulmus x hollandica 'Jacqueline Hillier',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus jfs kw2ud,Ulmus davidiana 'JFS KW2UD',NA,desiderata,"Unsure which var., would need to examine",cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus jfs-bieberich,Ulmus davidiana var. japonica 'JFS-Bieberich',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus klemmer,Ulmus x hollandica 'Klemmer',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus lake city,Ulmus americana 'Lake City',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus lewis & clark,Ulmus americana 'Lewis & Clark',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus littleford,Ulmus americana 'Littleford',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus majestic,Ulmus parvifolia 'Majestic',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus moline,Ulmus americana 'Moline',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus morton,Ulmus davidiana var. japonica 'Morton',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus morton glossy,Ulmus 'Morton Glossy',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus morton plainsman,Ulmus 'Morton Plainsman',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus morton red tip,Ulmus 'Morton Red Tip',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus morton stalwart,Ulmus 'Morton Stalwart',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus new harizon,Ulmus 'New Harizon',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus new harmony,Ulmus americana 'New Harmony',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus patriot,Ulmus 'Patriot',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus pioneer,Ulmus x hollandica 'Pioneer',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus princeton,Ulmus americana 'Princeton',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus prospector,Ulmus davidiana var. japonica 'Prospector',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus rugosa pendula,Ulmus x hollandica 'Rugosa Pendula',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus st. croix,Ulmus americana 'St. Croix',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,N,N,,,,,,,,,,,,
Ulmus urban,Ulmus 'Urban',NA,desiderata,NA,cultivar,cultivar,no_taxon,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus validation,Ulmus davidiana var. japonica 'Validation',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus valley forge,Ulmus americana 'Valley Forge',NA,desiderata,NA,cultivar,cultivar,taxon_copy,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Malus apetala,Malus 'Apetala',NA,desiderata,NA,cultivar_acc,cultivar,no_taxon,Malus apetala Poit. & Turpin,"ipni, tpl",no opinion,"rjp-16343,726235-1",2,Y,N,,,,,,,,,,,,
Malus niedzwetzkyana,Malus pumila 'Niedzwetzkyana',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Malus niedzwetzkyana Dieck ex Koehne,"tpl, tropicos","accepted,no opinion,synonym","rjp-533,27804432,27804432,27804432",2,N,N,,,,,,,,,,,,
Malus persicifolia,Malus x robusta 'Persicifolia',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Malus persicifolia (Popov) Sumnev.,"ipni, tpl",no opinion,"rjp-24671,726362-1",2,Y,N,,,,,,,,,,,,
Quercus aurea,Quercus rubra 'Aurea',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Quercus aurea (Wierzb.) Kotschy,ipni,no opinion,295819-1,1,Y,N,,,,,,,,,,,,
Quercus fastigiata,Quercus robur 'Fastigiata',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Quercus fastigiata Lam.,"ipni, tropicos",no opinion,"50203616,296137-1",2,Y,N,,,,,,,,,,,,
Quercus filicifolia,Quercus robur 'Filicifolia',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Quercus filicifolia A. DC.,tropicos,no opinion,50281011,1,Y,N,,,,,,,,,,,,
Quercus pinnatifida,Quercus dentata 'Pinnatifida',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Quercus pinnatifida (C. C. Gmel.) Borzi,tnrs,no opinion,http://www.tropicos.org/Name/50280127,1,Y,N,,,,,,,,,,,,
Quercus variegata,Quercus robur 'Variegata',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Quercus variegata Lodd. ex Steud.,"ipni, tropicos",no opinion,"50276188,296892-1",2,Y,N,,,,,,,,,,,,
Tilia laciniata,Tilia platyphyllos subsp. cordifolia 'Laciniata',NA,desiderata,This looked to me like it was probably subsp. cordifolia (or at least closest to it),cultivar_acc,cultivar,taxon_copy,Tilia laciniata G. Nicholson,tpl,no opinion,kew-2517699,1,Y,N,,,,,,,,,,,,
Tilia moltkei,Tilia 'Moltkei',NA,desiderata,"As with Zamoyskiana, the issue here is the parentage is difficult to determine from trichome examination. It is most likely a hybird between either T. americana var. americana and T. americana var. heterophylla, or T. americana and T. tomentosa. ""moltkei"" when used as a nothospecies also has priority issues with ""viridis"". For this reason, I would ignore the nothospecies and just call this T. 'Moltkei' for the time being",cultivar_acc,cultivar,no_taxon,Tilia moltkei (L. Spath ex Dippel) C. K. Schneid. ex Elwes,ipni,no opinion,1211365-2,1,Y,N,,,,,,,,,,,,
Tilia orbicularis,Tilia 'Orbicularis',NA,desiderata,NA,cultivar_acc,cultivar,no_taxon,Tilia orbicularis V. Engl.,tpl,no opinion,kew-2517730,1,Y,N,,,,,,,,,,,,
Tilia pallida,Tilia x europaea 'Pallida',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Tilia pallida Salisb.,ipni,no opinion,835491-1,1,N,N,,,,,,,,,,,,
Tilia petiolaris,Tilia tomentosa 'Petiolaris',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Tilia petiolaris DC.,"ipni, itis, tnrs, tropicos","accepted,no opinion","21540,32200187,835514-1,http://www.tropicos.org/Name/32200187",4,Y,N,,,,,,,,,,,,
Tilia pyramidalis,Tilia platyphyllos 'Pyramidalis',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Tilia pyramidalis Host,"ipni, tpl",no opinion,"kew-2517481,835549-1",2,Y,N,,,,,,,,,,,,
Tilia vitifolia,Tilia platyphyllos 'Vitifolia',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Tilia vitifolia H. H. Hu & F. H. Chen,tropicos,no opinion,32200829,1,Y,N,,,,,,,,,,,,
Ulmus belgica,Ulmus x hollandica 'Belgica',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar_acc,cultivar,taxon_copy,Ulmus belgica Burgsd. ex Rehder,ipni,no opinion,837114-1,1,Y,N,,,,,,,,,,,,
Ulmus major,Ulmus x hollandica 'Major',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar_acc,cultivar,taxon_copy,Ulmus major Hohen.,ipni,no opinion,856887-1,1,Y,N,,,,,,,,,,,,
Ulmus purpurea,Ulmus minor 'Purpurea',NA,desiderata,See main sp.,cultivar_acc,cultivar,taxon_copy,Ulmus purpurea Planch.,tpl,no opinion,kew-2448813,1,Y,N,,,,,,,,,,,,
Ulmus sarniensis,Ulmus minor 'Sarniensis',NA,desiderata,NA,cultivar_acc,cultivar,taxon_copy,Ulmus sarniensis (Loudon) H. H. Bancr.,tropicos,no opinion,100350848,1,Y,N,,,,,,,,,,,,
Ulmus vegeta,Ulmus x hollandica 'Vegeta',NA,desiderata,All U. x hollandica are U. glabra x U. minor,cultivar_acc,cultivar,taxon_copy,Ulmus vegeta Ley,ipni,no opinion,837182-1,1,Y,N,,,,,,,,,,,,
Malus x adstringens,Malus x adstringens,NA,desiderata,NA,hybrid,hybrid,NA,Malus x adstringens Zabel.,Plants For A Future,NA,https://pfaf.org/user/Plant.aspx?LatinName=Malus+x+adstringens,NA,Y,N,,,,,,,,,,,,
Malus x arnoldiana,Malus x arnoldiana,NA,desiderata,[baccata x floribunda],hybrid,hybrid,NA,Malus x arnoldiana (Rehder) Sarg. ex Rehder,itis,accepted,503672,1,Y,N,,,,,,,,,,,,
Malus x dawsoniana,Malus x dawsoniana,NA,desiderata,[fusca x pumila],hybrid,hybrid,NA,Malus x dawsoniana Rehder,itis,accepted,508034,1,Y,N,,,,,,,,,,,,
Malus x heterophylla,Malus x heterophylla,NA,desiderata,Hybrid? Is author Sumner? [coronaria x pumila],hybrid,hybrid,NA,Malus x heterophylla Spach,Hybriden: bei Bäumen und Sträuchern,NA,https://books.google.com/books?id=bqJShX785dEC&pg=PT129&lpg=PT129&dq=Malus+x+heterophylla&source=bl&ots=D27HOVtecx&sig=ACfU3U1k1xtHVd1L6uGKxGRR3cb22XxhmA&hl=en&ppis=_e&sa=X&ved=2ahUKEwib2e7syYHoAhWCU80KHSb0B0MQ6AEwEHoECAkQAQ#v=onepage&q=Malus%20x%20heterophylla&f=false,NA,Y,N,,,,,,,,,,,,
Malus x purpurea,Malus x purpurea,NA,desiderata,[atrosanguinea x pumila 'Niedwetzkyana'],hybrid,hybrid,NA,Malus x purpurea (A. Barbier) Rehder,itis,accepted,836457,1,Y,N,,,,,,,,,,,,
Malus x robusta,Malus x robusta,NA,desiderata,[baccata x prunifolia],hybrid,hybrid,NA,Malus x robusta (Carriere) Rehder,itis,accepted,836458,1,Y,N,,,,,,,,,,,,
Malus x zumi,Malus x zumi,NA,desiderata,"per Rehder, [baccata var. mandshurica x sieboldii (Regel) Rehder]. Per Fiala, this is a distinct species, M. sieboldii (Rehder) Fiala. Flora of China accepted Rehder over Fiala",hybrid,hybrid,NA,Malus x zumi (Matsum.) Rehder,itis,accepted,836565,1,Y,N,,,,,,,,,,,,
Quercus x bebbiana,Quercus x bebbiana,NA,desiderata,[alba x macrocarpa],hybrid,hybrid,NA,Quercus x bebbiana C. K. Schneid.,itis,accepted,504708,1,N,N,,,,,,,,,,,,
Quercus x benderi,Quercus x benderi,NA,desiderata,[coccinea x rubra],hybrid,hybrid,NA,Quercus x benderi Baen.,itis,accepted,195165,1,Y,N,,,,,,,,,,,,
Quercus x burnetensis,Quercus x burnetensis,NA,desiderata,[macrocarpa x virginiana],hybrid,hybrid,NA,Quercus x burnetensis Little,itis,accepted,195170,1,N,N,,,,,,,,,,,,
Quercus x cocksii,Quercus x cocksii,NA,desiderata,[laurifolia x velutina],hybrid,hybrid,NA,Quercus x cocksii Sarg.,itis,accepted,195173,1,N,N,,,,,,,,,,,,
Quercus x comptoniae,Quercus x comptoniae,NA,desiderata,[lyrata x virginiana],hybrid,hybrid,NA,Quercus x comptoniae Sarg.,itis,accepted,19315,1,N,N,,,,,,,,,,,,
Quercus x cravensis,Quercus x cravensis,NA,desiderata,[incana x marilandica],hybrid,hybrid,NA,Quercus x cravensis Little,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3UDVB&sig=ACfU3U2Go8Enr3BBvizcAwAPD7RZglqnAg&hl=en&ppis=_e&sa=X&ved=2ahUKEwjew5yG4oHoAhWEZ80KHUXfAiQQ6AEwAHoECAgQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,N,N,,,,,,,,,,,,
Quercus x deamii,Quercus x deamii,NA,desiderata,[macrocarpa x muehlenbergii],hybrid,hybrid,NA,Quercus x deamii Trel.,itis,accepted,19317,1,N,N,,,,,,,,,,,,
Quercus x demarei,Quercus x demarei,NA,desiderata,Q. nigra x Q. velutina,hybrid,hybrid,NA,Quercus x demarei Ashe,Oaks of the World,NA,http://oaks.of.the.world.free.fr/quercus_demarei.htm,NA,N,N,,,,,,,,,,,,
Quercus x exacta,Quercus x exacta,NA,desiderata,Q. palustris x Q. imbricaria,hybrid,hybrid,NA,Quercus x exacta Trel.,itis,accepted,19331,1,Y,N,,,,,,,,,,,,
Quercus x fernowii,Quercus x fernowii,NA,desiderata,[alba x stellata],hybrid,hybrid,NA,Quercus x fernowii Trel.,itis,accepted,19334,1,N,N,,,,,,,,,,,,
Quercus x filialis,Quercus x filialis,NA,desiderata,Q. phellos x Q. velutina,hybrid,hybrid,NA,Quercus x filialis Little,itis,accepted,19335,1,N,N,,,,,,,,,,,,
Quercus x guadalupensis,Quercus x guadalupensis,NA,desiderata,Q. macrocarpa x Q. stellata,hybrid,hybrid,NA,Quercus x guadalupensis Sarg.,itis,accepted,19348,1,N,N,,,,,,,,,,,,
Quercus x heterophylla,Quercus x heterophylla,NA,desiderata,Q. phellos x Q. rubra,hybrid,hybrid,NA,Quercus x heterophylla F. Michx.,itis,accepted,19353,1,N,N,,,,,,,,,,,,
Quercus x humidicola,Quercus x humidicola,NA,desiderata,Q. bicolor x lyrata,hybrid,hybrid,NA,Quercus x humidicola E. J. Palmer,itis,accepted,19356,1,Y,N,,,,,,,,,,,,
Quercus x jackiana,Quercus x jackiana,NA,desiderata,alba x bicolor,hybrid,hybrid,NA,Quercus x jackiana C. K. Schneid.,itis,accepted,19364,1,N,N,,,,,,,,,,,,
Quercus x leana,Quercus x leana,NA,desiderata,Q. imbricaria x Q. velutina,hybrid,hybrid,NA,Quercus x leana Nutt.,itis,accepted,19369,1,N,N,,,,,,,,,,,,
Quercus x ludoviciana,Quercus x ludoviciana,NA,desiderata,Q. phellos x Q. pagoda,hybrid,hybrid,NA,Quercus x ludoviciana Sarg.,itis,accepted,19371,1,N,N,,,,,,,,,,,,
Quercus x macdanielii,Quercus x macdanielii,NA,desiderata,robur x macrocarpa,hybrid,hybrid,NA,Quercus x macdanielii Green & Hess,Oaks of the World,NA,http://oaks.of.the.world.free.fr/quercus_macdanielli.htm,NA,Y,N,,,,,,,,,,,,
Quercus x neopalmeri,Quercus x neopalmeri,NA,desiderata,Q. nigra x Q. shumardii,hybrid,hybrid,NA,Quercus x neopalmeri Sudw.,itis,accepted,19387,1,N,N,,,,,,,,,,,,
Quercus x podophylla,Quercus x podophylla,NA,desiderata,Q. incana x Q. velutina,hybrid,hybrid,NA,Quercus x podophylla Trel.,itis,accepted,19396,1,N,N,,,,,,,,,,,,
Quercus x rudkinii,Quercus x rudkinii,NA,desiderata,[Q. marilandica x Q. phellos],hybrid,hybrid,NA,Quercus x rudkinii Britton,itis,accepted,19409,1,N,N,,,,,,,,,,,,
Quercus x runcinata,Quercus x runcinata,NA,desiderata,[Q. imbricaria x Q. rubra],hybrid,hybrid,NA,Quercus x runcinata (A. DC.) Engelm.,itis,accepted,19411,1,Y,N,,,,,,,,,,,,
Quercus x saulii,Quercus x saulii,NA,desiderata,[Q. montana x Q. alba],hybrid,hybrid,NA,Quercus x saulii C. K. Schneid.,itis,accepted,19414,1,Y,N,,,,,,,,,,,,
Quercus x schochiana,Quercus x schochiana,NA,desiderata,Q. palustris x Q. phellos,hybrid,hybrid,NA,Quercus x schochiana Dieck ex Palmer,itis,accepted,19415,1,N,N,,,,,,,,,,,,
Quercus x schuettei,Quercus x schuettei,NA,desiderata,macrocarpa x bicolor,hybrid,hybrid,NA,Quercus x schuettei Trel.,itis,accepted,19416,1,N,N,,,,,,,,,,,,
Quercus x sterilis,Quercus x sterilis,NA,desiderata,Q. nigra x Q. marilandica,hybrid,hybrid,NA,Quercus x sterilis Trel.,itis,accepted,19427,1,N,N,,,,,,,,,,,,
Quercus x sternbergii,Quercus x sternbergii,NA,desiderata,Q. shumardii x Q. buckleyi,hybrid,hybrid,NA,Quercus x sternbergii Luebbert,Oaks of the World,NA,http://oaks.of.the.world.free.fr/quercus_sternbergii.htm,NA,N,N,,,,,,,,,,,,
Quercus x subfalcata,Quercus x subfalcata,NA,desiderata,Q. falcata x Q. phellos,hybrid,hybrid,NA,Quercus x subfalcata Trel.,itis,accepted,195187,1,N,N,,,,,,,,,,,,
Quercus x warei,Quercus x warei,NA,desiderata,NA,hybrid,hybrid,NA,Quercus x warei Green & Hess,Oaks of the World,NA,http://oaks.of.the.world.free.fr/quercus_warei.htm,NA,N,N,,,,,,,,,,,,
Tilia x euchlora,Tilia x euchlora 'Euchlora',NA,desiderata,"valid nothospecies for T. cordata x dasystyla, though its parentage has been debated based on ploidy level. This name refers to a largely clonal cultivated form which might be either better as Tilia 'Euchlora' or Tilia xeuchlora 'Euchlora' depending on what the parentage looks like. Updated and comment from 7/29/2020: ML: Tilia ×euchlora 'Euchlora' for the following reasons:
1- euchlora is a valid nothospecies for cordata and dasystyla (latin description, etc.)
2- there is at least one other cultivar for the hybrid ('Laurelhurst')
3- we need to be able to distinguish between the clonal ""Euchlora"" (i.e. the old cultivar) and the nothospecies ""euchlora"" which could be applied to any cordata × dasystyla seedling.

We may need to revisit this if we start to suspect that euchlora is not actually a cordata×dasystyla hybrid, or if we start to think dasystyla = platyphyllos, but in either case 'Euchlora' would remain the cultivar epithet, only the (notho)species would change",hybrid,hybrid,NA,NA,itis,accepted,845784,1,N,N,,,,,,,,,,,,
Tilia x europaea,Tilia x europaea,NA,desiderata,T. cordata x T. platyphyllos,hybrid,hybrid,NA,Tilia x europaea L. (pro. sp.),itis,accepted,21538,1,Y,N,,,,,,,,,,,,
Tilia x flaccida,Tilia x flaccida,NA,desiderata,T. americana x T. platyphyllos,hybrid,hybrid,NA,Tilia x flaccida Host ex Bayer,NCBI,NA,1522112,NA,Y,N,,,,,,,,,,,,
Ulmus x mesocarpa,Ulmus x mesocarpa,NA,desiderata,The hybrid of U. macrocarpa x U. davidiana var. japonica. I don't think we even have this. Alan Whittemore ID-ed our specimens as just U. davidiana,hybrid,hybrid,NA,Ulmus x mesocarpa M. Kim & S. Lee,Wiki,NA,https://en.wikipedia.org/wiki/Ulmus_%C3%97_mesocarpa#cite_note-Kim-1,NA,Y,N,,,,,,,,,,,,
Quercus gambellii x macrocarpa,Quercus gambellii x macrocarpa,NA,desiderata,"Would not consider of interest to me, but we do have a few in collections",hybrid_special,hybrid_special,NA,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Tilia americana var. americana x var. heterophylla,Tilia americana var. americana x var. heterophylla,NA,desiderata,NA,hybrid_special,hybrid_special,NA,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus americana x pumila,Ulmus americana x pumila,NA,desiderata,This is something Kris B brought in for some reason. It's in the nursery and not really intended for collections.,hybrid_special,hybrid_special,NA,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus androssowii x pumila,Ulmus androssowii x pumila,NA,desiderata,"Would not consider of interest to me, but we do have a few in collections",hybrid_special,hybrid_special,NA,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus minor x pumila,Ulmus minor x pumila,NA,desiderata,"Would not consider of interest to me, but we do have a few in collections",hybrid_special,hybrid_special,NA,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Ulmus pumila x rubra,Ulmus pumila x rubra,NA,desiderata,"Would not consider of interest to me, but we do have a few in collections",hybrid_special,hybrid_special,NA,NA,NA,NA,NA,NA,Y,N,,,,,,,,,,,,
Malus baccata var. baccata,Malus baccata var. baccata,Malus baccata,desiderata,NA,infraspecific,infraspecific,NA,Malus baccata var. baccata (L.) Borkh.,itis,rejected,837697,1,N,N,,,,,,,,,,,,
Malus baccata var. gracilis,Malus baccata var. gracilis,Malus baccata,desiderata,"This has been treated as a cultivar and forma in the past, but Flora of China recognizes as a variety for the smaller version of this species occuring in Gansu and Shaanxi. This would be interesting to Red List.",infraspecific,infraspecific,NA,Malus baccata var. gracilis (Rehder) T. C. Ku,"ipni, tnrs, tpl","accepted,no opinion","rjp-37473,70027763-1,http://www.tropicos.org/Name/50232625",3,N,N,,,,,,,,,,,,
Malus transitoria var. centralasiatica,Malus transitoria var. centralasiatica,Malus transitoria,desiderata,Treatment accepted in Flora of china (three var),infraspecific,infraspecific,NA,Malus transitoria var. centralasiatica (Vassilcz.) T. T. Yu,"tnrs, tpl","accepted,no opinion","rjp-7037,http://www.tropicos.org/Name/27806805",2,N,N,,,,,,,,,,,,
Malus transitoria var. glabrescens,Malus transitoria var. glabrescens,Malus transitoria,desiderata,Treatment accepted in Flora of china (three var),infraspecific,infraspecific,NA,Malus transitoria var. glabrescens T. T. Yu & T. C. Ku,tnrs,no opinion,http://www.tropicos.org/Name/50186063,1,N,N,,,,,,,,,,,,
Malus transitoria var. transitoria,Malus transitoria var. transitoria,Malus transitoria,desiderata,Treatment accepted in Flora of china (three var),infraspecific,infraspecific,NA,Malus transitoria Batalin var. transitoria,Flora of China,NA,NA,NA,N,N,,,,,,,,,,,,
Malus yunnanensis var. veitchii,Malus yunnanensis var. veitchii,Malus yunnanensis,desiderata,The (slightly) less tropical form I would be willing to trial; authorship matched to Flora of China,infraspecific,infraspecific,NA,Malus yunnanensis var. veitchii (Osborn) Rehder,"itis, tnrs","accepted,no opinion","837476,http://www.tropicos.org/Name/27806811",2,N,N,,,,,,,,,,,,
Malus yunnanensis var. yunnanensis,Malus yunnanensis var. yunnanensis,Malus yunnanensis,desiderata,The more tropical form of the species I am not interested in growing here.,infraspecific,infraspecific,NA,Malus yunnanensis (Franchet) C. K. Schneider var. yunnanensis,Flora of China,NA,NA,NA,N,Y,,,,,,,,,,,,
Quercus aliena var. acutiserrata,Quercus aliena var. acutiserrata,Quercus aliena,desiderata,Flora of China maintains three vars.,infraspecific,infraspecific,NA,Quercus aliena var. acutiserrata Maxim.,tpl,accepted,kew-171525,1,N,N,,,,,,,,,,,,
